AccusedRef,FirstName,LastName,Alias,DesTitle,Sex,Res_settlement,Res_parish,Res_presbytery,Res_county,MaritalStatus,Occupation,Notes
A/EGD/234,Marion,Leiges,,,Female,Shairwood,P/ST/1498,Ayr,Ayr,Widowed,,Formerly lived in Riccarton
A/EGD/2340,Janet,Sym,,,Female,,P/ST/1239,Brechin,Forfar,,,
A/EGD/2341,Jean,Campbell,,,Female,,,,Bute,,,Larner recorded her as coming from Bute but the reference is from a book about Kirriemuir.
A/EGD/2342,Barbara,Milne,,,Female,,,,Edinburgh,,,
A/EGD/2343,Margaret,Carvie,,,Female,,P/ST/854,Cupar,Fife,,,
A/EGD/2344,Barbara,Horniman,,,Female,,P/ST/854,Cupar,Fife,,,
A/EGD/2345,John,Rind,,,Male,,P/ST/815,Elgin,Elgin,,,
A/EGD/2346,Ketheren,Portour,,,Female,,,,Forfar,,,
A/EGD/2347,Agnes,Sparke,,,Female,,,,Forfar,,,
A/EGD/2348,Isobell,Shyrie,,,Female,,,,Forfar,,,"Possibly same person as Isobell Syrie, c/egd/1403."
A/EGD/2349,Janet,Stoddart,,,Female,,P/ST/967,Dalkeith,Edinburgh,,,
A/EGD/235,Catherine,Mogersland,,,Female,Hayneng,P/ST/1384,Ayr,Ayr,Married,,
A/EGD/2350,Bessie,Croket,,,Female,,,Forfar,Forfar,,,
A/EGD/2351,Mareon,Twidie,,,Female,,P/ST/1334,Dalkeith,Edinburgh,,,The name is quite difficult to read in the KS.
A/EGD/2352,Agnes,Elphiston,,,Female,,P/ST/1334,Dalkeith,Edinburgh,,,
A/EGD/2353,Christian,Purdie,,,Female,,P/ST/1334,Dalkeith,Edinburgh,,,
A/EGD/2355,George,Patersone,,,Male,,P/ST/1232,Selkirk,Roxburgh,,,
A/EGD/2356,Meg,Lawson,,,Female,,,,Selkirk,,,
A/EGD/2357,Janet,McRobert,,,Female,,P/ST/715,Dumfries,Kirkcudbright,,,
A/EGD/2358,Elizabeth,Dick,,,Female,,P/ST/453,St Andrews,Fife,,,
A/EGD/2359,Margaret,Myles,,,Female,,,Edinburgh,Edinburgh,,,
A/EGD/236,Jonnet,Holmes,,,Female,,P/ST/1152,Greenock,Ayr,,,
A/EGD/2360,Molly,Redmond,,,Female,Minnigaff,,Kirkcudbright,Kirkcudbright,,,
A/EGD/2361,Lady,Tonderghee,,,Female,Minnigaff,,Kirkcudbright,Kirkcudbright,,,"Although we did not check this source we believe that her name is likely to be a nickname rather than a real name, so we have not modernised it."
A/EGD/2362,Grissel,Anderson,,,Female,,P/ST/1519,Dunfermline,Fife,,,This may be the same person as Grissell Anderson (C/EGD/1720) from 8/9/1666 also from Torryburn.
A/EGD/2363,Robert,Bainzie,,,Male,,P/ST/1325,Garioch,Aberdeen,,,
A/EGD/2364,Euphan,Stirt,,,Female,,P/ST/1519,Dunfermline,Fife,,,
A/EGD/2365,Janet,McMurray,,,Female,,,,Dumfries,,,
A/EGD/2366,Anna,Wood,,,Female,,P/ST/575,Linlithgow,Linlithgow,,,
A/EGD/2367,Elspeth,Williamson,,,Female,,P/ST/1519,Dunfermline,Fife,,,
A/EGD/2368,Lillias,Adie,,,Female,,P/ST/1519,Dunfermline,Fife,,,
A/EGD/2369,Isobel,Adam,,,Female,,P/ST/1346,St Andrews,Fife,,,
A/EGD/237,Margaret,Jamesonne,,,Female,,P/ST/1152,Greenock,Ayr,,,
A/EGD/2370,Unknown,White,,Mrs,Female,,P/ST/1346,St Andrews,Fife,Married,,
A/EGD/2371,Janet,Cornfoot,,,Female,,P/ST/1148,St Andrews,Fife,,,
A/EGD/2372,Mary,Wilson,,,Female,,P/ST/1519,Dunfermline,Fife,,,
A/EGD/2373,Janet,Whyte,,,Female,,P/ST/1519,Dunfermline,Fife,,,
A/EGD/2374,Mary,McNarin,,,Female,,P/ST/1336,Wigtown,Kirkcudbright,Single,,
A/EGD/2375,Mary,Stewart,,,Female,,P/ST/978,Kintyre,Argyll,,,
A/EGD/2376,Thomas,Broun,,,Male,,P/ST/1346,St Andrews,Fife,,,
A/EGD/2377,Jean,Brown,,,Female,,P/ST/1336,Wigtown,Wigtown,,Servant,Recorded as a servtrix. She denied she was married although witnesses confirmed that she was. She also appears to have had a daughter. Claimed that the spirits had appeared to her 16 years before (16+25=41)
A/EGD/2378,John,McNairn,,,Male,,P/ST/1336,Wigtown,Kirkcudbright,,,
A/EGD/2379,Janet,McKeoner,,,Female,,P/ST/1336,Wigtown,Kirkcudbright,,,
A/EGD/238,John,Guillieland,,,Male,,P/ST/700,Ayr,Ayr,,,"Listed as one of the Dunlop witches, also described as in Kilburnie, now in Dalry."
A/EGD/2380,Alexander,Deuart,,,Male,,,,Dumfries,,,
A/EGD/2381,Kathrine,Taylor,,,Female,,P/ST/1447,Cairston,Orkney,,,
A/EGD/2382,Isobel,Anderson,,,Female,,P/ST/738,Caithness,Caithness,,,
A/EGD/2383,Margaret,Ogilvy,,,Female,,P/ST/1339,Perth,Perth,,,
A/EGD/2384,Sarah,Johnson,,,Female,,P/ST/1339,Perth,Perth,,,
A/EGD/2385,Unknown,M'huistan,,,,,P/ST/1508,Caithness,Caithness,,,
A/EGD/2386,Margaret,Callum,,,Female,,P/ST/1508,Caithness,Caithness,,,
A/EGD/2387,Unknown,Sharp,,Archbishop,Male,,P/ST/1410,St Andrews,Fife,Single,,Recorded as upper as appears to have been an archbishop. No specific details. Since archbishop is his title rather than his first name this has been changed.
A/EGD/2388,Lillies,Barrie,,,Female,,P/ST/1452,Edinburgh,Edinburgh,,,
A/EGD/2389,Isbell,Dairsie,,,Female,,P/ST/1410,St Andrews,Fife,,,
A/EGD/239,Jonnet,Boyd,,,Female,Hartcraige,P/ST/1085,Irvine,Ayr,,,
A/EGD/2390,Margaret,Hay,,,Female,,P/ST/815,Elgin,Elgin,,,
A/EGD/2391,Margaret,Balfour,,,Female,,P/ST/815,Elgin,Elgin,,,
A/EGD/2392,Christine,Dote,,,Female,,P/ST/1410,St Andrews,Fife,,,
A/EGD/2393,Margaret,Myrton,,,Female,,P/ST/1410,St Andrews,Fife,,,
A/EGD/2394,Agnes,Anstruther,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/2395,Marion,Maguate,Malie,,Female,Nisbet,P/JO/3546,Biggar,Lanark,,,"Son appeared in her defence at presbytery meetings, so he must have been adult. Coulter was in Lanark but Biggar presbytery created in 1644."
A/EGD/2397,James,Wodrow,,,Male,,P/ST/826,Greenock,Renfrew,,,
A/EGD/2398,Katherine,Shaw,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/2399,Margaret,Provost,,,Female,,P/JO/3553,Chanonry,Ross,,,Her daughter was also obliquely accused. Provost was either married or widdowed.
A/EGD/24,Marjory,Blaik,,,Female,,,,Perth,,,
A/EGD/240,Jonnet,Wilsoune,,,Female,,P/ST/1085,Irvine,Ayr,,,Listed as dead.
A/EGD/2400,Margaret,Bezok,Kyle,,Female,,P/JO/3553,Chanonry,Ross,Married,,
A/EGD/2401,Mary,Nicinnarich,,,Female,,P/JO/3553,Chanonry,Ross,,,
A/EGD/2402,Janet,Drever,,,Female,,P/ST/1580,North Isles,Orkney,,,
A/EGD/2404,Marioun,Tailzeour,,,Female,,,,Orkney,,,
A/EGD/2405,,,,,,,,,,,,
A/EGD/241,Jonet,Grahame,,,Female,,P/ST/1085,Irvine,Ayr,,,"In Larner, but not on all three Porteous Rolls."
A/EGD/2418,Nans,Murit,,,,,P/ST/418,Cupar,Fife,,,
A/EGD/2419,Euphame,Lochoir,,,Female,,P/ST/626,St Andrews,Fife,,,?related to Jonnet Loquhour C/JO/2503.
A/EGD/242,Bessie,Wodsyde,,,Female,Kirktown,P/ST/1085,Irvine,Ayr,,,
A/EGD/2420,Janot,Loquhour,,,Female,,P/ST/1346,St Andrews,Fife,,,Also spelt Lochequoir and Laquhor - ?related to Eupham Lochoir C/JO.2502.
A/EGD/2421,David,Zeman,,,Male,,P/ST/1346,St Andrews,Fife,,,
A/EGD/2422,Jonet,Willeamsoun,,,Female,,P/ST/1346,St Andrews,Fife,,,
A/EGD/2423,Jonett,Foggow,,,Female,,P/ST/1346,St Andrews,Fife,,,
A/EGD/2424,Beatrix,Forgesoun,,,Female,,P/ST/1346,St Andrews,Fife,,,
A/EGD/2425,Bettie,Adie,,,Female,,P/ST/1086,St Andrews,Fife,,,
A/EGD/2427,Fritte,Gutter,,,Female,,P/ST/1346,St Andrews,Fife,,,
A/EGD/2428,Patrik,Stewart,Pratker,,Male,,P/ST/1410,St Andrews,Fife,,,
A/EGD/2429,Geillis,Gray,,,Female,,P/ST/626,St Andrews,Fife,,,
A/EGD/243,Helen,Tam,,,Female,,P/ST/1085,Irvine,Ayr,,,
A/EGD/2430,Jonet,Small,,,Female,,P/ST/1130,St Andrews,Fife,,,
A/EGD/2431,Agnes,Anstruther,,,Female,,,St Andrews,Fife,,,"could be the same person as Agnes Anstruther, c/egd/2206 from 1614."
A/EGD/2432,Beatrix,Traills,,,Female,,,St Andrews,Fife,,,
A/EGD/2433,Christen,Traills,,,Female,,,St Andrews,Fife,,,
A/EGD/2434,Unknown,Steidmont,,,,,,St Andrews,Fife,,,
A/EGD/2439,Beatie,Dote,,,Female,,P/ST/626,St Andrews,Fife,,,
A/EGD/244,Christian,Neving,,,Female,,P/ST/958,Irvine,Ayr,Widowed,,Listed as dead.
A/EGD/2440,Jonet,Wylie,,,Female,,P/ST/1130,St Andrews,Fife,,,
A/EGD/2441,Androw,Carmichael,,,Male,,P/ST/735,St Andrews,Fife,,,
A/EGD/2442,Agnes,Hutsone,,,Female,,P/ST/732,Auchterarder,Perth,,,
A/EGD/2443,Janet,Horseburgh,,,Female,,P/ST/1346,St Andrews,Fife,,,
A/EGD/2444,Lillias,Wallace,,,Female,,P/ST/1346,St Andrews,Fife,,,
A/EGD/2445,Margaret,Wallace,,,Female,,,,Fife,,,
A/EGD/2446,Margaret,Jack,,,Female,,P/ST/1346,St Andrews,Fife,,,
A/EGD/2447,Isobell,Johnsone,,,Female,,P/ST/119,Kirkcaldy,Fife,,,
A/EGD/2448,Elspeth,Austein,,,Female,,P/ST/525,Kirkcaldy,Fife,,,
A/EGD/2449,Margaret,Bannantyne,,,Female,,P/ST/784,Kirkcaldy,Fife,,,Presbytery records referred to Margaret as Cristian Wilson's oldest daughter.
A/EGD/245,Agnes,Wallace,,,Female,,P/ST/958,Irvine,Ayr,Widowed,,
A/EGD/2450,Margaret,Douglas,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/2451,Margaret,Lindsay,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/2452,Isobel,Thomson,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/2453,William,Hutchen,,,Male,,P/ST/109,Kirkcaldy,Fife,,,
A/EGD/2455,Margaret,Wilsone,,,Female,,P/ST/784,Kirkcaldy,Fife,,,
A/EGD/2456,Lilias,Baxter,,,Female,,,Kirkcaldy,Fife,Widowed,,
A/EGD/2457,Janet,Rankyne,,,Female,,,Kirkcaldy,Fife,,,
A/EGD/2458,Agnes,Bennettie,,,Female,,P/ST/784,Kirkcaldy,Fife,,,
A/EGD/2504,Unknown,Drummond,,,Female,,P/ST/714,Dunfermline,Fife,Married,,
A/EGD/2505,Beatrix,Bruce,,,Female,,P/ST/629,Dunfermline,Fife,,,
A/EGD/2506,Margaret,Holden,,,Female,,P/ST/629,Dunfermline,Fife,,,
A/EGD/2508,Robert,Maxwell,,,Male,,P/ST/102,Dunfermline,Fife,,,
A/EGD/2509,Christian,Smith,,,Female,,P/ST/714,Dunfermline,Fife,,,
A/EGD/251,Jonnet,Symson,,,Female,,P/ST/598,Ayr,Ayr,,,
A/EGD/2510,Margaret,Orrock,,,Female,,P/ST/102,Dunfermline,Fife,,,
A/EGD/2511,Isobell,Bennet,,,Female,,P/ST/102,Dunfermline,Fife,,,
A/EGD/2512,Christian,Garlick,,,Female,,P/ST/102,Dunfermline,Fife,,,
A/EGD/2513,Isobell,Glenn,,,Female,,P/ST/102,Dunfermline,Fife,,,
A/EGD/2514,Bessie,Mortoun,,,Female,,P/ST/714,Dunfermline,Fife,,,
A/EGD/2515,Marjorie,Philip,,,Female,,P/ST/714,Dunfermline,Fife,Married,,
A/EGD/2516,Beatrix,Douglas,,,Female,,P/ST/962,Dunfermline,Fife,,,The accused might have been included in a commission granted by parliament from 1649 that included people from Inverkeithing (see C/EGD/12 and 1804).
A/EGD/2517,Marjorie (Marion),Durie,,,Female,,P/ST/962,Dunfermline,Fife,Married,,"(also written as Marion) The accused may have been included in a general commission issued by parliament in 1649 that included people from Inverkeithing (see C/EGD/12 and 1804).  Her husband was a bailie, therefore put her at middling status."
A/EGD/619,Bessie,Sleigh,,,Female,,P/ST/737,Duns,Berwick,,,
A/EGD/62,Jonett,Logane,,,Female,,,,Haddington,,,
A/EGD/620,Janet,Brotherstanes,,,Female,,,,Berwick,,,
A/EGD/621,Janet,Barclay,,,Female,Fisherrow,P/ST/967,Dalkeith,Edinburgh,Widowed,,
A/EGD/622,Janet,Hardie,,,Female,Fisherrow,P/ST/967,Dalkeith,Edinburgh,Married,,Her husband was a skipper
A/EGD/623,Samuel,Fairlie,,,Male,Fouldean,,,Berwick,,,
A/EGD/624,Jean,Watsoun,,,Female,,P/ST/913,Biggar,Peebles,,,
A/EGD/625,Margaret,Dicksoun,,,Female,Kailzie,P/ST/1526,Peebles,Peebles,,,
A/EGD/626,Margaret,Johnestoun,Craweswyffe,,Female,,P/ST/1526,Peebles,Peebles,,,
A/EGD/627,Janet,Achesoun,,,Female,,P/ST/1204,Peebles,Peebles,,,
A/EGD/628,Bessie,Ur,,,Female,,P/ST/1574,Peebles,Peebles,,,
A/EGD/629,Katharine,Alexander,,,Female,,P/ST/1574,Peebles,Peebles,,,
A/EGD/63,Janet,Campbell,,,Female,,,,Haddington,,,
A/EGD/630,Helen,Beatie,,,Female,,P/ST/1204,Peebles,Peebles,,Midwife,
A/EGD/631,Margaret,Gowanlock,,,Female,Athelstane,,Peebles,Peebles,,,
A/EGD/632,Marion,Boyd,,,Female,Athelstane,,Peebles,Peebles,,,
A/EGD/633,Katherine,Mairschell,,,Female,Athelstane,,Peebles,Peebles,,,
A/EGD/634,John,Graham,Joke the Graham,,Male,,P/ST/1332,Peebles,Peebles,,Weaver,
A/EGD/635,Patrick,Lintoun,,,Male,Melvingsland,,Peebles,Peebles,,,
A/EGD/636,Glibert,Hog,,,Male,Winkstoun,P/ST/1332,Peebles,Peebles,,,
A/EGD/637,Issobel,Haddock,,,Female,,P/ST/1574,Peebles,Peebles,,,
A/EGD/638,Marion,Croser,,,Female,Slipperfield,P/ST/1574,Peebles,Peebles,,,
A/EGD/639,Katherine,Wode,,,Female,Spittelhauche,P/ST/1574,Peebles,Peebles,,,
A/EGD/64,Meg,Bogtoun,,,Female,Spilmourfuird,,,Haddington,Married,,"wife of a miller, she was described as the guidwife of Spilmourfuird-milyne.  But the term guidwife implies middling anyway."
A/EGD/640,Agnes,Thomesoun,,,Female,,P/ST/1359,Haddington,Haddington,Married,,"Described as being from the Pannes, i.e. Prestonpans"
A/EGD/641,Janet,Hendersoun,,,Female,Blyth,P/ST/1574,Peebles,Peebles,,,
A/EGD/642,Marie,Johnestoun,,,Female,,P/ST/1574,Peebles,Peebles,,,
A/EGD/643,Katherine,Broun,,,Female,,P/ST/968,Peebles,Peebles,,,
A/EGD/644,Agnes,Robesoun,,,Female,,,Peebles,Peebles,,Vagabond,
A/JO/3075,Cristine,Blak,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,,,Not the same as Christian Blaickie C/LA/3161 but may be the same as Christian Blaik C/EGD/521.
A/JO/3084,Margrat,NcWilliam,,,Female,Corsmoire,P/ST/1396,Dunoon,Bute,,,"Said she had been a witch since 1631 (31+25=56 at least but probably older). First investigated in 1649. She also had a daughter (Katharin Moore) and grandson, who were also accused."
A/JO/3085,Donald,McIllmichall,,,Male,,P/ST/956,Inveraray,Argyll,,Vagabond,
A/JO/3086,Jonet,Morisone,,,Female,,P/ST/1396,Dunoon,Bute,,,
A/JO/3088,Kathrine,Largizean,,,Female,,,,Bute,,,Unable to modernise this surname.
A/JO/3089,Marie More,NcCuill,,,Female,,,,Bute,,,
A/JO/3090,Donald,McCartour,,,Male,,,,Bute,,,
A/JO/3091,mid most son of Soirle,McAllester,,,Male,,,,Bute,,,Unable to modern the first name.
A/JO/3092,Unknown,McKeraish,,,,Glendorail,,,Bute,,,Unable to moderndise the last name.
A/JO/3093,Unknown,NcCullem Beg,,,,,,,Bute,,,
A/JO/3094,Elspeth,Spence,Elspa,,Female,,,,Bute,Married,,
A/JO/3095,Elspeth,Gray,,,Female,Barmore,,,Bute,Married,,
A/JO/3096,Marie,McKaw,,,Female,,,,Bute,,,
A/JO/3097,Agnes,Unknown,,,Female,Gortenis,,,Bute,,,
A/JO/3098,Unknown,NcNeill,,,Female,,,,Bute,Married,,
A/JO/3099,Issobell,NcNeill,,,Female,,,,Bute,,,
A/JO/3100,Margrat,NcNeill,,,Female,,,,Bute,,,
A/JO/3101,Margrat,NcIllduy,,,Female,,,,Bute,Married,,Husband's name recorded as McConachie and Mckerersch.  Unable to modernise this last name.
A/JO/3102,Unknown,NcLevine,,,Female,,,,Bute,Married,,
A/JO/3103,Elspat,Galie,,,Female,Ambrisbeg,,,Bute,,,
A/JO/3104,Jonet,Isack,,,Female,,P/ST/1099,Irvine,Renfrew,,,
A/JO/3105,Margaret,Smith,,,,,P/ST/1099,Irvine,Renfrew,,,
A/JO/3106,Amy,Hindman,,elder,Female,,,,Bute,,,Recorded as Hindman and Hyndman. I think this may be the same person as Annie Heyman (C/EGD/1538).
A/JO/3107,Alester,McNiven,,,Male,,,,Bute,,,
A/JO/3108,Mary,Frissell,,,Female,,,,Bute,Married,,also recorded as Marion
A/JO/3109,Jonet,NcIntyre,,,Female,Keighs,,,Bute,Married,,
A/JO/3110,Amy,Hyndman,,younger,Female,,,,Bute,,,
A/JO/3111,Mary,NcNivan,,,Female,,,,Bute,,,her father's name spelt McNiven.
A/JO/3152,Beigis,Balmayn,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/JO/3153,Janet,Coik,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/JO/3154,Jonet,Garvie,,,Female,,,,,,,
A/JO/3155,Margaret,Spittel,,,Female,,P/ST/1045,Dunbar,Stirling,,,
A/JO/3156,Christian,Malcolmson,,,Female,,,,Ross,,,
A/JO/3157,John McAne McThomas,Cattanach,,,Male,,,,Ross,,,Unable to modernise his surname.
A/JO/3158,Donald,Gillevray,,,Male,Dane,,,Ross,,,
A/JO/3183,Christian,Millar,,,Female,,P/ST/476,Dornoch,Sutherland,,,
A/JO/3184,Gradach,McGillicallum,,,Female,,,,Ross,,,
A/JO/3185,Agnes,Ross,,,Female,,,,Ross,,Servant,Servant of Katherine Ross - Lady Fowlis.
A/JO/3186,Agnes,Neynkeard,,,Female,,,,Ross,,,
A/JO/3187,Jonet Neyn Thomas,McAllan,,,,,,,Ross,,,
A/JO/3188,John,McNoullar,,,Male,,,,Ross,,,Unable to modernise this last name.
A/JO/3189,Jonet,Moir,,,Female,Mylncraighouse,,,Ross,,,
A/JO/3190,Margaret,Bawden,Mage,,Female,,,Chanonry,Ross,,,
A/JO/3191,Christian Neyn Andoy,McGevin,,,Female,,P/ST/1286,Tain,Sutherland,,,
A/JO/3192,Christian,Chactach,,,Female,,P/ST/1495,Tain,Sutherland,,,Unable to modernise this surname.
A/JO/3193,Moira  Neyne,Yrascht,,,Female,,P/ST/1495,Tain,Sutherland,,,"Unable to modernise this surname, but may be a variant spelling of Ersche, which means Irish."
A/JO/3194,Margaret Neyn,Gavin,,,Female,,P/ST/1495,Tain,Sutherland,,,
A/JO/3195,Margaret Neyne,Velene,,,Female,,P/ST/1495,Tain,Sutherland,,,Can't modernise this surname.
A/JO/3196,Helen Neyne Alexander,McConnachie,,,Female,,P/ST/1174,Tain,Sutherland,,,
A/JO/3197,Wife of,Kna Donald McConill Leir,,,Female,,P/ST/1174,Tain,Sutherland,,,
A/JO/3198,Isabell,Unknown,Ibbie,,Female,Calrossie,,,Ross,,,
A/JO/3199,Alexander,McKessak,,,Male,,,,Ross,,,
A/JO/3200,Katherine Neyne Donald,Roy,,,Female,,,,Ross,,,
A/JO/3201,Mariam Neyne,Unknown,,,Female,,,,Ross,,,
A/JO/3202,Isabell,Forbes,Ibbie,,Female,Ordhouse,,,Ross,Widowed,,
A/JO/3203,Keanoch,Owir,,,Female,,,,Ross,,,Recorded in Latin as 'ductricem seu principalem incantatricem' - taken to indicate she was female.  Can't modernise this Gaelic name.
A/JO/3204,Jonet Neyne William,McClachan,,,Female,,,,Ross,,,
A/JO/3205,Marjorie,Millar,,,Female,,P/ST/476,Dornoch,Sutherland,,,
A/JO/3206,Jonet,Thomsone,,,Female,,P/ST/760,Kirkcaldy,Fife,,,
A/LA/2536,Jonet,Lyndsay,,,Female,,,,,,,
A/LA/2537,Juliane,Unknown,,Dame,Female,,,,,,,
A/LA/2538,Wife of,Wilsone,,,Female,Stobstane,,,,Married,,probably from somewhere in the Lothians.
A/LA/2539,Katherine,Gilmore,,,Female,,P/EGD/3534,Edinburgh,Edinburgh,,,
A/LA/2540,Margaret,Nicolsone,Wife of Jon,,Female,Markle,P/ST/1356,Haddington,Haddington,Married,,Hammilton slept in their out house
A/LA/2541,Margaret,Kynglassie,,,Female,,,,,,,
A/LA/2542,Jonet,Barker,,,Female,,,Edinburgh,Edinburgh,,Shop-keeper,"She was described as a shop-keeper and she wanted to be one of the best dressed servants in town, which indicates that she wasn't a high level servant, but rather a lower level person."
A/LA/2543,Jonet,Cranstoun,,,Female,,,,,Married,,"She was dead by this trial, but alive to confront Lauder on 13/12/1643."
A/LA/2544,Patrik,Hering,Captain,,Male,,,,Stirling,,,
A/LA/2546,Margaret,McGuffok,,,Female,Barnweill,P/ST/1498,Ayr,Ayr,,,Called 'the witch of Barneweill'.
A/LA/2548,Andro,Tailyeor,,,Male,,P/ST/504,Brechin,Forfar,,,
A/LA/2549,Margaret,Donaldsone,,,Female,,P/ST/962,Dunfermline,Fife,,,
A/LA/2550,Elizabeth,Jamesone,,,Female,Barrowstouness,P/ST/575,Linlithgow,Linlithgow,Married,,"Husband a skipper.  She was possibly the same person as Elspett Jamesoun, c/egd/951."
A/LA/2551,Margaret,Thompsoun,,,Female,,P/ST/760,Kirkcaldy,Fife,,,
A/LA/2552,Sister of Agnes,Forbes,,,Female,Whitestryps,,Aberdeen,Aberdeen,,,
A/LA/2553,Gowane,Andersoun,,,Male,Awfuird,,Aberdeen,Aberdeen,,,
A/EGD/2518,Katherine,Smith,,,Female,,P/ST/962,Dunfermline,Fife,,,Accused was recorded as being mentioned in a petition from parliament in 1649. There are two commissions for no named individuals from parliament that included Inverkeithing (see C/EGD/12 and 1804) Probably the same as Kathrene Smyth (C/EGD/225).
A/EGD/252,Agnes,Wasoune,,,Female,,P/ST/598,Ayr,Ayr,,,
A/EGD/2520,Wife of Henry,Stanehouse,,,Female,,P/ST/425,Dunfermline,Fife,Married,,
A/EGD/2521,Wife of Thomas,Smith,,,Female,,P/ST/425,Dunfermline,Fife,Married,,
A/EGD/2522,Jonet,Mathesone,,,Female,,,Dunfermline,Fife,,,
A/EGD/2523,Janet,Paterson,,,Female,,P/ST/629,Dunfermline,Fife,,,
A/EGD/2525,Issobell,Scogian,,,Female,,P/ST/102,Dunfermline,Fife,,,
A/EGD/2526,Effie,Herring,,,Female,,P/ST/714,Dunfermline,Fife,,,
A/EGD/2527,Jonet,Thomson,,,Female,,P/ST/714,Dunfermline,Fife,,,
A/EGD/2528,Bessie,Stobie,,,Female,,P/ST/714,Dunfermline,Fife,,,
A/EGD/2529,Agnes,Currie,,,Female,,P/ST/1519,Dunfermline,Fife,,,
A/EGD/253,John,McKie,,,Male,,P/ST/598,Ayr,Ayr,,,
A/EGD/2530,Bessie,Callender,,,Female,,P/ST/1519,Dunfermline,Fife,,,
A/EGD/2531,Mary,Carmichael,,,Female,,P/ST/1519,Dunfermline,Fife,,,
A/EGD/2533,Maggie,Unknown,,,Female,,P/ST/1444,St Andrews,Fife,,,
A/EGD/2534,Unknown,Young,,,Female,,,,,,,"Mother of James Smith. He must be an adult as he is ordered to pay money, 25+25=50 minimum."
A/EGD/2535,Wife of William,Barton,,,Female,,P/ST/1081,Linlithgow,Linlithgow,Married,,"Husband was also accused, see C/EGD/1871."
A/EGD/255,Margaret,Patoune,,,Female,Howret,P/ST/700,Irvine,Ayr,Widowed,,"There is a note in modern hand on the document that dates it from 1650, but the original handwriting has 1651."
A/EGD/256,Johne,Walker,,,Male,,P/ST/470,Irvine,Ayr,,,"Listed as not to be found, i.e. fugitive.  Listed as a Dunlop witch, but the documents said he was in Ardrossan."
A/EGD/257,Jonet,Hamiltoune,,,Female,,P/ST/726,Irvine,Ayr,Widowed,,Listed as a Dunlop witch. Described as not to be found = fugitive.
A/EGD/258,Violat,Guillieland,,,Female,,P/ST/726,Irvine,Ayr,Widowed,,Dunlop witches. Described as not to be found = fugitive.
A/EGD/259,Margaret,Cumyngham,,,Female,,P/ST/726,Irvine,Ayr,Widowed,,"Dunlop witches, described as not to be found, (i.e. fugitive)."
A/EGD/260,Margaret,Allan,,,Female,,P/ST/726,Irvine,Ayr,Married,,Described as dead.
A/EGD/261,Margaret,Laurymer,,,Female,,P/ST/470,Irvine,Ayr,Married,,Described as dead.
A/EGD/262,Elspeth,Cuninghame,,,Female,,P/ST/494,Ayr,Ayr,,,
A/EGD/265,Marioun,Millikene,,,Female,,P/ST/598,Ayr,Ayr,,,
A/EGD/266,Johne,Laurie,,,Male,Bordland,P/ST/598,Ayr,Ayr,,,
A/EGD/267,Hew,Dunbar,,,Male,,P/ST/598,Ayr,Ayr,Married,,Wife was also accused of witchcraft.
A/EGD/268,Bessie,Fullertoun,,,Female,,P/ST/958,Irvine,Ayr,Widowed,,Described as being dead.
A/EGD/269,Issobell,Hendersone,,,Female,,P/ST/958,Irvine,Ayr,Widowed,,
A/EGD/272,Bessie,Harla,,,Female,,,,Clackmannan,,,
A/EGD/273,Katharine,Wightman,,,Female,,,,Clackmannan,,,
A/EGD/275,Jonet,Meason,,,Female,,,,Clackmannan,,,
A/EGD/276,Janet,Reid,,,Female,,,,Clackmannan,,,
A/EGD/278,James,Hudstoun,,,Male,,,,Clackmannan,,,
A/EGD/28,Katherene,Ross,Lady Fowlis,Lady,Female,,,,Ross,Widowed,,
A/EGD/280,Kathrine,Remy,,,Female,,P/ST/443,Stirling,Clackmannan,,,Recorded as Kathrin Rainy in the presbytery records. Also Hainy.
A/EGD/281,Bessie,Paton,,,Female,,P/ST/443,Stirling,Clackmannan,,,
A/EGD/282,Jonet,Black,,,Female,,P/ST/443,Stirling,Clackmannan,,,I think she may have lived at Leith at some point.
A/EGD/283,Margaret,Tailyeor,,,Female,,P/ST/443,Stirling,Clackmannan,Married,,"Claimed to have been in devil's service for 3 years, 25+3=28."
A/EGD/284,Margaret,Demperston,,,Female,,P/ST/443,Stirling,Clackmannan,,,
A/EGD/285,Elizabeth,Black,,,Female,,P/ST/443,Stirling,Clackmannan,Married,,"Is also listed as Elspeth Black and Elspet Blak.  She was able to sign her name on a supplication to 'the commissioners of justice' protesting her guilty verdict, probably at least middling status."
A/EGD/286,Margaret,Duchill,,,Female,,P/ST/443,Stirling,Clackmannan,,,
A/EGD/288,Kathrin,Black,,,Female,,P/ST/443,Stirling,Clackmannan,Married,,"also recorded as Katherine, Katharine, Kathren and Blak.  She and Elizabeth Black were able to sign a supplication to 'the commissioners of justice' protesting their guilty verdict."
