AccusedRef,FirstName,LastName,Alias,DesTitle,Sex,Res_settlement,Res_parish,Res_presbytery,Res_county,MaritalStatus,Occupation,Notes
A/EGD/1834,Marion,Mackbeath,,,Female,,P/ST/609,Caithness,Caithness,,,
A/EGD/1835,Margaret,Cant,,,Female,,P/ST/425,Dunfermline,Fife,,,
A/EGD/1836,Susanna,Alexander,,,Female,,P/ST/425,Dunfermline,Fife,,,
A/EGD/1837,Jonet,Bell,,,Female,,P/ST/425,Dunfermline,Fife,,,
A/EGD/1838,Janet,Groat,,,Female,,P/ST/609,Caithness,Caithness,,,
A/EGD/1839,William,Barton,,,Male,,P/ST/1081,Linlithgow,Linlithgow,Married,,"Recorded as warlock in presbytery records, and later as a thief.
His wife was also accused, see C/EGD/1870."
A/EGD/184,Barbara,Chattow,,,Female,Caldsyde,P/ST/962,Dunfermline,Fife,,,
A/EGD/1840,Elspeth,Craiche,,,Female,,P/ST/629,Dunfermline,Fife,,,
A/EGD/1842,Janet,Scott,,,Female,,,,Dumfries,,,
A/EGD/1843,Samwell,Blak,,,Male,,,,Dumfries,,,
A/EGD/1844,Janet,Clark,,,Female,Irongray,P/ST/715,Dumfries,Dumfries,,,
A/EGD/1846,Effie,Rosie,,,Female,,P/ST/555,Kirkwall,Orkney,,,She was delated for witchcraft in Stroma. Tried before the sesson of Burray.
A/EGD/1847,John,Wauch,,,Male,,P/ST/1154,Linlithgow,Linlithgow,,,
A/EGD/1848,Jonet,Anderson,,,Female,,,,Edinburgh,,,
A/EGD/1849,Bessie,Stevenson,,,Female,,,,Dumfries,,,I am not sure why she was recorded as from Dumfries as I could not see any reference to it. She was noted as having been executed.
A/EGD/185,Hellane,Stanhous,,,Female,,P/ST/962,Dunfermline,Fife,,,
A/EGD/1850,John,Tailzour,,,Male,Oathlaw,P/ST/1304,Forfar,Forfar,,,
A/EGD/1851,Janet,Huit,,,Female,,,,,,,"Larner recorded her as being from Oath ?where this is, is it the same as Oathlaw parish?"
A/EGD/1853,Margaret,Duff,,,Female,,,,Inverness,,,
A/EGD/1854,Christian,Watson,,,Female,,P/ST/1277,Haddington,Haddington,Married,,Larner recorded this person from Dalyell as Adam Gillies's wife. In the local church records her name was recorded as Christian Watson.
A/EGD/1855,Adam,Gillies,,,Male,,P/ST/1277,Haddington,Haddington,Married,,
A/EGD/1856,Jonat nein giblie,Gow,,,Female,,P/ST/1495,Tain,Ross,,,
A/EGD/1858,Margaret,Tamsone,,,Female,,P/ST/815,Elgin,Elgin,,,
A/EGD/1859,Janet,Finnie,,,Female,Paisley,P/ST/1328,Paisley,Renfrew,,,
A/EGD/186,Emie,Angus,,,Female,,P/ST/962,Dunfermline,Fife,,,
A/EGD/1860,James,McPhee,,,Male,,P/ST/1064,Dunoon,Bute,,,
A/EGD/1861,Janet,Conochie,,,Female,,P/ST/575,Linlithgow,Linlithgow,Married,,
A/EGD/1862,Meggie,Cowie,,,Female,,P/ST/1239,Brechin,Forfar,,,
A/EGD/1863,Unknown,Goodaile,,,Female,Carron,,,Stirling,Married,,
A/EGD/1864,Margaret,Fleming,,,Female,longerth,,,Kirkcudbright,Married,,
A/EGD/1865,Janet,Lyon,,,Female,,P/ST/971,Greenock,Renfrew,,,
A/EGD/1866,Elspet,Smith,,,Female,,P/ST/943,Cairston,Orkney,,,
A/EGD/1867,Agnes Mor Nin Vick,Eanglaish,,,Female,,P/ST/775,Dingwall,Ross,,,
A/EGD/1868,Jonet,Drever,,,Female,,,,Orkney,,,
A/EGD/1869,Geilles,Robertsone,,,Female,,P/ST/626,St Andrews,Fife,,,Recorded has having adult children as her son was married. Age calculated as 50 (25+25)
A/EGD/187,John,Greve,,,Male,,,Dunfermline,Fife,,,
A/EGD/1870,Isabel,Davidson,,,Female,,P/ST/496,Strathbogie,Aberdeen,,,
A/EGD/1871,John,Macgregor,,,Male,,P/ST/915,Greenock,Renfrew,,,
A/EGD/1872,Andro,Currie,,,Male,,P/ST/714,Dunfermline,Fife,Married,,
A/EGD/1873,Magaret,Douglas,,,Female,,P/ST/714,Dunfermline,Fife,Married,,
A/EGD/1874,Margaret,Kirkwood,,,Female,,,Haddington,Haddington,,,
A/EGD/1876,Margaret,Hamilton secondus,,,Female,,P/ST/575,Linlithgow,Linlithgow,Widowed,,
A/EGD/1877,Bessie,Vikker,,,Female,,P/ST/575,Linlithgow,Linlithgow,Widowed,,Husband recorded as having been an indweller in Bo'ness.
A/EGD/1878,William,Craw,,,Male,,P/ST/575,Linlithgow,Linlithgow,,,recorded as indweller in Bo'ness
A/EGD/1879,Margaret,Hamilton,,,Female,,P/ST/575,Linlithgow,Linlithgow,Widowed,,
A/EGD/188,Margaret,Greve,,,Female,,P/ST/962,Dunfermline,Fife,,,
A/EGD/1880,Margaret,Pringle,,,Female,,P/ST/575,Linlithgow,Linlithgow,Widowed,,Accused's husband was sievewright -?carpenter.
A/EGD/1881,Annaple,Thomson,,,Female,,P/ST/575,Linlithgow,Linlithgow,Widowed,,
A/EGD/1882,Margaret,Comb,,,Female,,,Edinburgh,Edinburgh,,,
A/EGD/1883,Ann Nin,William,,,Female,,,,,,,
A/EGD/1884,Elspeth,Kirkland,,,Female,,P/ST/425,Dunfermline,Fife,,,
A/EGD/1885,John,MacQueen,,,Male,,,,Edinburgh,,,
A/EGD/1886,Marion,Purdie,,,Female,,,,Edinburgh,,,
A/EGD/1887,Helen,Eliot,,,Female,,P/ST/629,Dunfermline,Fife,,,
A/EGD/1888,William,Easone,,,Male,,P/ST/483,Dunkeld,Perth,Married,,
A/EGD/1889,Janet,Fraser,,,Female,,P/ST/615,Penpoint,Dumfries,,,"Recorded in presbytery records as having servants so may either may middling or lower, no other indication of status."
A/EGD/189,Bessie,Wilson,,,Female,Mustertoun,P/ST/962,Dunfermline,Fife,,,Daughter was also accused.
A/EGD/1890,William,Simpson,,,Male,,P/ST/526,Biggar,Edinburgh,,,
A/EGD/1891,Marion,Dickson,,,Female,,,,Dumfries,,,
A/EGD/1892,Isobel,Dickson,,,Female,,,,Dumfries,,,
A/EGD/1893,Marion,Herbertson,,,Female,,,,Dumfries,,,
A/EGD/1895,Janet,Wodrow,,,Female,,P/ST/970,Paisley,Renfrew,,,
A/EGD/1896,Elizabeth,Anderson,,,Female,Bowies,P/ST/970,Paisley,Renfrew,Single,,"Deemed to be too young to be charged.  I have her from the Bowries of Inchanand (Joyce had her from Bargarran, Erskine, Greenock?)"
A/EGD/1897,Margaret,Laird,,,Female,,P/ST/1054,Greenock,Renfrew,,,
A/EGD/1898,Marion,Lillie,,,Female,,P/ST/1456,Dunbar,Haddington,,,
A/EGD/1899,Margaret,Polwart,,,Female,,P/ST/606,Chirnside,Berwick,,,
A/EGD/19,Eduart,Kynimonth,,,Male,Lowrie,,,Forfar,,,
A/EGD/190,Marjorie,Fergie,,,Female,,,Dunfermline,Fife,,,
A/EGD/1900,Alison,Nisbet,,,Female,,P/ST/606,Chirnside,Berwick,,,
A/EGD/1901,Jean,Hart,,,Female,,P/ST/606,Chirnside,Berwick,,,
A/EGD/1902,Jonnet,Buttar,,,Female,,P/ST/1036,Dunkeld,Perth,,,
A/EGD/1903,Ellen,King,,,Female,,,,Shetland,,,
A/EGD/1904,Barbara,Tulloch,,,Female,,,,Shetland,,,
A/EGD/1906,Margaret,Argyill,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,,,
A/EGD/1907,Margaret,Baptie,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,,,
A/EGD/1908,Margaret,Auchinmoutie,,,Female,,P/ST/1359,Haddington,Haddington,,,
A/EGD/1909,Margaret,Butter,,,Female,,P/ST/1359,Haddington,Haddington,,,
A/EGD/191,Joannet,Smetoune,,,Female,,P/ST/962,Dunfermline,Fife,,,
A/EGD/1910,Bessie,Doughtie,,,Female,Fisherrow,P/ST/967,Dalkeith,Edinburgh,,,
A/EGD/1911,Helen,Casse,,,Female,Wester Duddingston,P/ST/773,Edinburgh,Edinburgh,Married,,Met the devil ten years before her trial - 25+10=35. Recorded as being from Fisherrow in APS.
A/EGD/1912,Robert,Crafford,,,Male,Fisherrow,P/ST/967,Dalkeith,Edinburgh,,,
A/EGD/1913,Issobell,Ker,,,Female,,,Haddington,Haddington,,,
A/EGD/1914,Katharein,Cowpland,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,Married,,Also recorded as Catherine Coupland
A/EGD/1916,Cristine,Waderstoun,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,Married,,
A/EGD/1917,Jonnet,Home,,,Female,,P/JO/3539,Haddington,Haddington,,,
A/EGD/1918,Agnes,Cuthbertsone,,,Female,,P/JO/3539,Haddington,Haddington,,,
A/EGD/1919,Margaret,Barclay,,,Female,,P/JO/3539,Haddington,Haddington,,,
A/EGD/192,Margaret,Mairtine,,,Female,,P/ST/962,Dunfermline,Fife,,,
A/EGD/1920,Jonnet,Douglas,,,Female,Fisherrow,P/ST/967,Dalkeith,Edinburgh,Married,,
A/EGD/1921,Katherine,Cruikshank,,,Female,Fisherrow,P/ST/967,Dalkeith,Edinburgh,Married,,
A/EGD/1922,Agnes,Patersone,,,Female,Fisherrow,P/ST/967,Dalkeith,Edinburgh,,,
A/EGD/1923,Bessie,Fouler,,,Female,Fisherrow,P/ST/967,Dalkeith,Edinburgh,Widowed,,
A/EGD/1924,Agnes,Aird,,,Female,Saltpreston,P/ST/1359,Haddington,Haddington,Married,,
A/EGD/1925,Jonnet,Gray,,,Female,Saltpreston,P/ST/1359,Haddington,Haddington,Married,,
A/EGD/1926,Margaret,Bannyntyne,,,Female,Paiston,P/ST/661,Dalkeith,Edinburgh,Married,,"Recorded in APS (1661) as being from Samuelston.
Also spelt Ballentyne."
A/EGD/1927,Cristian,Forrest,,,Female,,P/ST/1333,Haddington,Haddington,,,
A/EGD/1928,Agnes,Cairns,,,Female,,P/ST/1333,Haddington,Haddington,,,
A/EGD/1929,James,Gourlay,,,Male,,P/ST/1333,Haddington,Haddington,,,
A/EGD/193,Katharine,Grieve,,,Female,,,Dunfermline,Fife,,,
A/EGD/1930,Margaret,Johnston,,,Female,,P/ST/546,Dalkeith,Edinburgh,,,
A/EGD/1931,Margaret,Dalgleish,,,Female,,P/ST/1133,Earlston,Berwick,,,
A/EGD/1932,Issobel,Raich,,,Female,,P/ST/1133,Earlston,Berwick,,,
A/EGD/1933,Christian,Smith,,,Female,,P/ST/1133,Earlston,Berwick,,,
A/EGD/1934,Isobel,Brotherstane,,,Female,Birkinsyde,P/ST/1144,Earlston,Berwick,,,Lauren thinks in Lauder but there is a Birkenside in Legerwood parish.
A/EGD/1935,Janet,Lyes,,,Female,,,,Berwick,,,Lauren thinks she was from Lauder.
A/EGD/1936,John,Broune,,,Male,bourhous,,,Berwick,,,Lauren thinks he was maybe from Lauder
A/EGD/1937,Robert,Grieve,,,Male,bourhous,,,Berwick,,,Lauren thinks he may be from Lauder
A/EGD/1938,Janet,Turnet,,,Female,Sheriffhall,P/JO/3540,Dalkeith,Edinburgh,Widowed,,"Records say she was from Sheriffhall, I am almost certain that is in parish of Dalkeith."
A/EGD/1939,Margaret,Barbour,,,Female,woolmet,P/ST/967,Dalkeith,Edinburgh,Widowed,,
A/EGD/194,Issobell,Leitch,,,Female,,P/ST/962,Dunfermline,Fife,,,
A/EGD/1940,Janet,Thomesone,,,Female,,,Dalkeith,Edinburgh,,,Probably not the same as c/egd/1633
A/EGD/1941,Agnes,Thomson,,,Female,,P/ST/661,Dalkeith,Edinburgh,,,
A/EGD/1942,Issobell,Brauckinrigg,,,Female,,P/ST/661,Dalkeith,Edinburgh,,,
A/EGD/1943,Helen,Atcheson,,,Female,,P/ST/661,Dalkeith,Edinburgh,,,Name also spelt Achison
A/EGD/1944,Katherine,Fisher,,,Female,,P/ST/918,Selkirk,Selkirk,,,
A/EGD/1945,Margaret,Oliver,,,Female,Paiston,P/ST/1321,Dalkeith,Edinburgh,,,
A/EGD/1946,John,Steill,,,Male,,P/ST/1321,Dalkeith,Edinburgh,,,
A/EGD/1947,Robert,Acreskine,,,Male,,P/ST/546,Dalkeith,Edinburgh,,,
A/EGD/1948,James,Hugo,,,Male,,P/ST/546,Dalkeith,Edinburgh,Married,,
A/EGD/1949,Christiane,Steill,,,Female,,P/ST/546,Dalkeith,Edinburgh,,,
A/EGD/195,Jonet,Mitchell,,,Female,,P/ST/962,Dunfermline,Fife,,,
A/EGD/1950,Agnes,Gray,,,Female,,P/ST/1321,Dalkeith,Edinburgh,Married,,
A/EGD/1951,Marione,Hulybuirton,,,Female,Paiston,P/ST/1321,Dalkeith,Edinburgh,,,Described as being from Paiston. She was recorded as being from Ormiston in presbytery records.
A/EGD/1952,Jonet,Paton,,,Female,Paiston,P/ST/1321,Dalkeith,Edinburgh,Married,,
A/EGD/1953,Christian,Thomesone,,,Female,,P/ST/1187,Peebles,Peebles,Married,,Husband also sccused of witchcraft.  She is not the same person as c/egd/2027.
A/EGD/1954,Katharine,Govan,,,Female,Wrae,,Peebles,Peebles,,,
A/EGD/1955,Janet,Hendersone,,,Female,Blyth,P/ST/1574,Peebles,Peebles,,,
A/EGD/1956,Janet,Broun,,,Female,Nethervrile,P/ST/1468,Peebles,Peebles,Married,,Husband was referred to as 'alias my lord'.
A/EGD/1957,John,Greig,,,Male,Grange,,Peebles,Peebles,,,
A/EGD/1958,Jeaine,Rennick,,,Female,Grange,,Peebles,Peebles,,,
A/EGD/1959,Joane,Forrester,,,Female,,P/ST/1096,Peebles,Peebles,,,
A/EGD/196,Margaret,Hutsone,,,Female,,,Dunfermline,Fife,,,
A/EGD/1960,John,Simpsone,,,Male,,P/ST/1096,Peebles,Peebles,,,
A/EGD/1961,Janet,Andersone,the Ley,,Female,Drumalzeartoun,P/ST/756,Peebles,Peebles,,,
A/EGD/1962,Marion,Watsone,,,Female,,P/ST/1332,Peebles,Peebles,Widowed,,Named by Janet Coutts. Had a grown up son. Not the same as Marione Watsone C/LA/3296.
A/EGD/1963,Isobell,Dalmahoy,,,Female,deanes,,,Peebles,,,I am putting this in Peebles because all the other cases in this list along with all the commissioners are from Peebles.
A/EGD/1964,Bessie,Veitch,,,Female,,P/ST/1468,Peebles,Peebles,,,She lived above the Milne (mill) of Stobo.
A/EGD/1965,Janet,Mark,,,Female,Netherude,P/ST/1468,Peebles,Peebles,Widowed,,
A/EGD/1966,John,Sibbald,,,Male,Ladieude,,Peebles,Peebles,,,
A/EGD/1967,Jeane,Abbot,,,Female,,P/ST/1187,Peebles,Peebles,Married,,Her husband was a weaver.
A/EGD/1968,Elspet,Gray,,,Female,Balvyllo,P/ST/770,Brechin,Forfar,,,"Witness claimed that accused  had had a reputation for 12 years.
Socioec status unclear but one of the witnesses was her servant. There also appears to be a reference to an Elspet Gray in 1659 in a printed source."
A/EGD/1969,Marion,Laidlaw,,,Female,Stanhope,,Peebles,Peebles,,,
A/EGD/197,Marione,Sprott,,,Female,,,,Dumfries,,,She was begging alms
A/EGD/1970,Alexander,Warrock,,,Male,Bolden,,Peebles,Peebles,,,
A/EGD/1971,Bessie,Gibson,,,Female,Cardone,P/ST/1526,Peebles,Peebles,,,
A/EGD/1972,Helen,Thomesone,,,Female,,P/ST/1332,Peebles,Peebles,Widowed,,
A/EGD/1973,Robert,Garner,,,Male,,P/ST/661,Dalkeith,Edinburgh,,,"Listed as in the parish of Kirkton, which is in Jedburgh presbytery, but Larner had him from Crichton, which is in Dalkeith presbytery."
A/EGD/1974,Nicoles,Wichtman,,,Male,,P/ST/661,Dalkeith,Edinburgh,,,"Recorded as from the parish of Kirkton, which is in Jedburgh, but Larner has him from Crichton, which is in Dalkeith."
A/EGD/1975,James,Doddes,,,Male,,P/ST/1187,Peebles,Peebles,Married,,His wife was also accused of witchcraft.
A/EGD/1976,Elspet,Grahame,,,Female,Nethervrile,P/ST/1468,Peebles,Peebles,,,
A/EGD/1977,Marion,Veitch,,,Female,Nethervrile,P/ST/1468,Peebles,Peebles,Married,,
A/EGD/1978,Margaret,Whyte,,,Female,Overhartstaine,,Peebles,Peebles,,,"May be the same as Margaret White 1649, C/JO/2816."
A/EGD/1979,Isobel,Greene,,,Female,Overhartstaine,,Peebles,Peebles,,,
A/EGD/1980,Bessie,Eumond,,,Female,,P/ST/1332,Peebles,Peebles,Married,,
A/EGD/1981,Margaret,Wilsone,,,Female,,P/ST/1332,Peebles,Peebles,Widowed,,
A/EGD/1982,Anna,Hay,,,Female,Romano,P/ST/1289,Peebles,Peebles,,,
A/EGD/1983,Isobell,Alexander,,,Female,,,,,,,
A/EGD/1984,Christian,Thomesone,,,Female,Scottistoun,P/ST/1096,Peebles,Peebles,,,Not the same as c/egd/1996.
A/EGD/1985,John,Leishman,,,Male,Stirkfield,,Peebles,Peebles,,,
A/EGD/1986,Unknown,Reidfoord,,,,,P/ST/1468,Peebles,Peebles,,,
A/EGD/1987,Janet,Laidlaw,,,Female,Tueidhopefoot,,Peebles,Peebles,Married,,
A/EGD/1988,Janet,Johnstone,,,Female,,P/ST/1274,Dalkeith,Edinburgh,,,
A/EGD/1989,Elizabeth,Simpsone,,,Female,,P/ST/784,Kirkcaldy,Fife,,,
A/EGD/199,Thomas,Paton,,,Male,,,,Dumfries,Married,,"Husband and wife healing team, but Bessie was the leader.  They had horses, sheep and a servant therefore estimate their socioeconomic status at middling."
A/EGD/1990,Katherine,Hyislop,,,Female,Stanhope,,Peebles,Peebles,,,
A/EGD/1991,Elspet,Skougall,,,Female,,P/ST/1581,Dunbar,Haddington,,,
A/EGD/1992,Beatrix,Dolsoun,,,Female,,P/ST/1581,Dunbar,Haddington,,,
A/EGD/1993,Marion,Honyman,,,Female,,P/ST/1581,Dunbar,Haddington,,,
A/EGD/1994,Euphane,Drysdaill,,,Female,,P/ST/693,Linlithgow,Linlithgow,,,
A/EGD/1995,Elizabeth,Grahame,,,Female,,P/ST/1099,Irvine,Ayr,,,
A/EGD/1997,Geillies,Gilchrist,,,Female,,P/ST/33,Edinburgh,Edinburgh,Married,,Not sure what status to put the wife of a quarrier - lower?
A/EGD/1998,Bessie,Wilsoun,,,Female,,P/ST/973,Jedburgh,Roxburgh,,,
A/EGD/1999,Katharine,Frater,,,Female,,P/ST/800,Earlston,Berwick,,,
A/EGD/20,Violet,Mar,,,Female,Kildies,P/ST/1221,Perth,Perth,,,"I am assigning her to the upper socioeconomic status because her assize was made up of lairds, and people were expected to have an assize of their peers."
A/EGD/200,Alleson,Patersone,,,Female,,,,Dumfries,,,
A/EGD/2000,Aliesone,Clench,,,Female,,,,,,,"Larner had her from Clockpen - this may be Cockpen parish, which is in Dalkeith presbytery."
A/EGD/2001,Issobel,Wood,,,Female,,P/ST/973,Jedburgh,Roxburgh,,,
A/EGD/2002,Jeane,Olipher,,,Female,,P/ST/973,Jedburgh,Roxburgh,,,
A/EGD/2003,Jeane,Binning,,,Female,,P/ST/693,Linlithgow,Linlithgow,,,Name recorded as Binnie in the presbytery minutes.
A/EGD/2004,George,Common,,,Male,Overton,,Jedburgh,Roxburgh,,,
A/EGD/2005,Marionn,Turnbull,,,Female,,P/ST/973,Jedburgh,Roxburgh,,,
A/EGD/2006,Issobel,Seatoun,,,Female,,P/ST/973,Jedburgh,Roxburgh,,,
A/EGD/2007,Jonet,Young,,,Female,,P/ST/973,Jedburgh,Roxburgh,,,
A/EGD/2008,David/doine,Tullie,,,Male,,P/ST/973,Jedburgh,Roxburgh,,,
A/EGD/2009,Agnes,Andersoun,,,Female,woolmet,P/ST/1299,Dalkeith,Edinburgh,Married,,
A/EGD/201,Bessie,Graham,,,Female,,,,Dumfries,Married,,"I have estimated this couple's socioeconomic status at middling because they had a horse, sheep and a servant.  She was paid quite a bit for healing."
A/EGD/2010,Margaret,Andersone,,,Female,,P/ST/684,Jedburgh,Roxburgh,Single,,Her brother was also accused.
A/EGD/2011,Marioun,Thyn,,,Female,,,,Roxburgh,,,"Not sure which presbytery, either Earlston or Jedburgh."
A/EGD/2012,Agnes,Davidsoune,,,Female,,P/ST/973,Jedburgh,Roxburgh,,,
A/EGD/2013,Issobell,Allansone,,,Female,,P/ST/973,Jedburgh,Roxburgh,,,
A/EGD/2014,Adam,Midlemost,,,Male,,P/ST/973,Jedburgh,Roxburgh,,,
A/EGD/2015,Johne,Andersone,,,Male,,P/ST/684,Jedburgh,Roxburgh,,,His sister was also accused.
A/EGD/2016,Adam,Kirktoun,,,Male,,P/ST/973,Jedburgh,Roxburgh,,,
A/EGD/2017,Anna,Alexander,,,Female,Ladieude,,Peebles,Peebles,Married,,
A/EGD/2018,Jeane,Threipland,,,Female,Bolden,,Peebles,Peebles,Married,,
A/EGD/2019,Margaret,Andersone,,,Female,,P/ST/939,Dalkeith,Edinburgh,,,
A/EGD/202,Janet,Diksone,,,Female,,,,Dumfries,,,
A/EGD/2020,Jonet,Baird,,,Female,,P/ST/1122,Haddington,Haddington,,,
A/EGD/2021,Bigs,Flayer,,,Female,,P/ST/655,Dalkeith,Edinburgh,,,
A/EGD/2022,Margaret,Fodringhame,,,Female,,P/ST/1122,Haddington,Haddington,,,
A/EGD/2024,Janet,Wallace,,,Female,,,Dumfries,Dumfries,,,
A/EGD/2025,Catharine,Bowie,,,Female,Quarrellwodd,,Dumfries,Dumfries,,,
A/EGD/2026,Agnes,Fleck,,,Female,Outerstoun,,Dalkeith,Edinburgh,,,
A/EGD/2027,Christian,Rennick,,,Female,Outerstoun,,Dalkeith,Edinburgh,,,
A/EGD/2028,Barbara,Patersone,,,Female,Outerstoun,,Dalkeith,Edinburgh,,,
A/EGD/2029,Catharine,Veitch,,,Female,,P/ST/1122,Haddington,Haddington,,,
A/EGD/203,William,Knox,Devil's General,,Male,,P/ST/1081,Linlithgow,Linlithgow,,,"Later named in Janet Miller's trial, 1661"
A/EGD/2030,Jonet,Lindsay,,,Female,,,,Stirling,,,
A/EGD/2031,Isabell,Keir,,,Female,,,,Stirling,,,
A/EGD/2035,(woman - 1 of 4),,,,Female,,,,Fife,Unknown,,
A/EGD/2038,Agnes,Fergusson,,,Female,,P/ST/460,Arbroath,Forfar,,,
A/EGD/2039,Unknown,Neville,,,,,,St Andrews,Fife,,,This is possibly the same as NicNiven.
A/EGD/2040,Helen,Andrew,,,Female,,P/ST/1508,Caithness,Caithness,,,
A/EGD/2041,Jannet,Pyper,,,Female,,P/ST/1508,Caithness,Caithness,,,
A/EGD/2042,Margaret,Oisone,,,Female,,P/ST/1508,Caithness,Caithness,,,
A/EGD/2043,Margaret Nin,Gilbert,,,Female,,P/ST/1508,Caithness,Caithness,,,
A/EGD/2045,Margaret,Drummond,,,Female,,P/ST/1187,,,,,The parish could be Linton in Teviotdale in Kelso presbytery or West Linton in Peebles.
A/EGD/2048,Janet,Horne,,,Female,,P/ST/733,Dornoch,Sutherland,,,
A/EGD/2050,John,Gordon,,,Male,,,,Aberdeen,,,
A/EGD/2051,Patrick,Adamson,,,Male,,P/ST/1410,St Andrews,Fife,,,
A/EGD/2052,Margaret,Reid,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/2053,Curate of Anstruther,Unknown,,,Male,,,St Andrews,Fife,,,
A/EGD/2054,William,Stewart,,"sometime,  Lyon King of Arms",Male,,P/ST/1410,St Andrews,Fife,,,
A/EGD/2055,Mariorye,Smytht,,,Female,,P/ST/1410,St Andrews,Fife,Married,,
A/EGD/2056,Anne,Gib,,,Female,,P/ST/1239,Brechin,Forfar,,,Laird of Dunipace reported the presbytery of Montrose had called him. Montrose parish is in Brechin presbytery but in 1580 this was not fully established.
A/EGD/2057,Bessy,Robertsoune,,,Female,,P/ST/1410,St Andrews,Fife,,,
A/EGD/2058,James,Findlaw,,in Ardo,Male,,,,,Married,,All four were charged with consulting.
A/EGD/2059,Cruddal,Watson,,,Female,Tirseppie,,Perth,Perth,Married,,"Her last name was probably not Watson, as this was her husband's name. Larner had her with Watson and also with no last name. Name left as Watson."
A/EGD/206,Elizabeth,Maxwell,,,Female,,,,Dumfries,,,
A/EGD/2062,Patrick,Macgueire,,,Male,,,,Argyll,,,Larner has him from Calder (?) and from Argyll. Do not know where this is.
A/EGD/2063,Agnes,Meluill,,,Female,,P/ST/1410,St Andrews,Fife,,,
A/EGD/2065,Elspot,Gilchrist,,,Female,,P/ST/1410,St Andrews,Fife,,,
A/EGD/2066,Isobel,Cockie,,,Female,Kintore,P/ST/1070,Aberdeen,Aberdeen,Married,,"Accusations went back 40 years, age calculated as 25 + 40 = 32."
A/EGD/2067,Johnnet,Wischert,,,Female,,,Aberdeen,Aberdeen,Married,,Date altered to accommodate the New Year on 25 March.
A/EGD/2068,Thomas,Leyis,,,Male,,,Aberdeen,Aberdeen,,,Date altered to accommodate the New Year on 25 March.
A/EGD/2069,Bessie,Thom,,,Female,,,Aberdeen,Aberdeen,Widowed,,
A/EGD/2070,Issobel,Barroun,,,Female,,,Aberdeen,Aberdeen,,,
A/EGD/2459,Margaret,Cuningham,,,Female,,P/ST/784,Kirkcaldy,Fife,,,
A/EGD/246,Annabell,Gottray,,,Female,,P/ST/958,Irvine,Ayr,,,
A/EGD/2460,Margaret,Halkhead,,,Female,,P/ST/784,Kirkcaldy,Fife,,,
A/EGD/2461,Margaret,Williamsone,,,Female,,P/ST/1111,Kirkcaldy,Fife,Married,,
A/EGD/2463,Issobell,Rannaldsone,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/2464,Marion,Rutherford,,,Female,,P/ST/1111,Kirkcaldy,Fife,Married,,
A/EGD/2465,Margaret,Hoicon,,,Female,,P/ST/1111,Kirkcaldy,Fife,Married,,
A/EGD/2466,William,Patersone,,,Male,,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/2467,Janet,Bennett,,,Female,,P/ST/1111,Kirkcaldy,Fife,Married,,
A/EGD/2468,Bessie,Osatt,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/2469,Isobell,Jak,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/247,Jonnet,Tait,,,Female,,P/ST/598,Ayr,Ayr,,,Described as dead.
A/EGD/2470,Bessie,Scott,,,Female,,P/ST/1111,Kirkcaldy,Fife,Married,,
A/EGD/2471,Geillis,Hoggone,,,Female,,P/ST/1111,Kirkcaldy,Fife,Widowed,,
A/EGD/2472,Beigis,Blakatt,,,Female,Balwearie Milne,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/2473,Thomas,Jamieson,,,Male,,P/ST/1111,Kirkcaldy,Fife,Married,,
A/EGD/2474,Isobell,Jonstoun,,,Female,,P/ST/1111,Kirkcaldy,Fife,Married,,
A/EGD/2475,Margaret,Elder,,,Female,,P/ST/1111,Kirkcaldy,Fife,Married,,
A/EGD/2477,Isobel,Hevrie,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/2479,Janet,Pirie,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/248,Marion,Symsone,,,Female,,P/ST/598,Ayr,Ayr,,,
A/EGD/2480,Janet,Stark,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,
A/EGD/2481,Helen,Birrell,,,Female,,P/ST/1111,Kirkcaldy,Fife,,,"There is  a mention of a Helen Birrell in 1616.
Also a Helen Biorell from Kirkcaldy in 1643 (C/JO/2956)"
